subject,label_original,label_binary,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_median,bvp_range,bvp_q25,bvp_q75,bvp_skew,bvp_kurtosis,bvp_energy,eda_mean,eda_std,eda_min,eda_max,eda_median,eda_range,eda_q25,eda_q75,eda_skew,eda_kurtosis,eda_energy,temp_mean,temp_std,temp_min,temp_max,temp_median,temp_range,temp_q25,temp_q75,temp_skew,temp_kurtosis,temp_energy,acc_mean,acc_std,acc_min,acc_max,acc_median,acc_range,acc_q25,acc_q75,acc_skew,acc_kurtosis,acc_energy
S8,1,0,-0.0052444665,0.4712065,-0.9977585,0.64584833,0.12289463,1.6436069,-0.4179954,0.40974236,-0.49546468,-1.1120541,0.22206305,0.03894041,0.029586792,-0.03301538,0.09665129,0.037713096,0.12966667,0.014136935,0.061289255,0.10869449,-1.0020237,0.0023917342,1.0912032,0.01805872,1.040218,1.114466,1.0996186,0.07424796,1.0699183,1.0996186,-0.8734192,0.0578053,1.1910502,-0.15952775,0.071051076,-0.32744431,0.034844115,-0.19385275,0.36228842,-0.21094972,-0.08406778,-0.013828166,-0.8465576,0.030497365
S8,1,0,-0.0004147038,0.47668284,-1.0224292,0.6447815,0.13569677,1.6672107,-0.41202775,0.42517826,-0.5372544,-1.0706009,0.22722672,-0.0046262783,0.023698486,-0.056591544,0.04360597,-0.0035463516,0.10019751,-0.02712251,0.014136935,0.16407473,-0.81499696,0.00058302074,1.1082797,0.015165436,1.0699183,1.1441662,1.114466,0.07424796,1.0996186,1.114466,0.24363075,1.7180657,1.2285138,-0.15319027,0.07353319,-0.32744431,0.034844115,-0.18465908,0.36228842,-0.21094972,-0.08406778,-0.32474527,-0.79257274,0.028874386
S8,1,0,0.004297608,0.48993707,-1.0288304,0.6537163,0.14889896,1.6825467,-0.4197957,0.43317962,-0.53820026,-1.0711269,0.24005678,-0.039892267,0.019890804,-0.086060576,-0.0035463516,-0.038908254,0.08251423,-0.056591544,-0.02712251,0.14265169,-0.87003183,0.0019870372,1.1241187,0.01645238,1.0996186,1.1441662,1.114466,0.044547677,1.114466,1.1441662,0.20729356,-1.52193,1.2639139,-0.17035739,0.063270174,-0.42242858,0.034844115,-0.19385275,0.4572727,-0.21094972,-0.08406778,0.4413033,0.083022356,0.03302475
S8,1,0,-0.00033198198,0.6610277,-2.979555,4.465951,0.09635688,7.445506,-0.4179287,0.43688023,0.19129695,7.0549803,0.43695775,-0.061945796,0.011639705,-0.097850986,-0.03301538,-0.062484413,0.06483561,-0.06838196,-0.056591544,-0.19885525,0.04890275,0.0039727637,1.137236,0.012561809,1.114466,1.1441662,1.1441662,0.02970028,1.1441662,1.1441662,-1.2609372,-0.41000414,1.293464,-0.1534012,0.20856452,-1.6854581,1.2387961,-0.19385275,2.9242542,-0.19385275,-0.08406778,-0.3410445,19.096687,0.06703108
S8,1,0,0.00590871,0.68451786,-2.979555,4.465951,0.087088674,7.445506,-0.42222944,0.43431312,0.22248225,6.0346994,0.4685996,-0.06916604,0.010035532,-0.097850986,-0.05069867,-0.06838196,0.047152314,-0.07427483,-0.062484413,-0.6019047,0.0012757778,0.0048846533,1.154313,0.023865826,1.114466,1.2184141,1.1441662,0.10394812,1.1441662,1.1553031,0.93195385,0.21045828,1.3330083,-0.12524408,0.21191321,-1.6854581,1.2387961,-0.10879785,2.9242542,-0.19385275,-0.06977808,-0.67676693,18.085411,0.060593292
S8,1,0,0.0011438916,0.6525883,-2.2701035,2.0512824,0.036213543,4.321386,-0.41539496,0.42217776,-0.23723002,0.6287055,0.4258728,-0.09573829,0.029270895,-0.15678905,-0.056591544,-0.09195811,0.10019751,-0.12142715,-0.06838196,-0.36329475,-1.2255349,0.010022605,1.1815373,0.033148393,1.114466,1.2481143,1.1887138,0.1336484,1.1441662,1.2184141,-0.11189144,-1.0036165,1.397129,-0.11436682,0.3029334,-2.0825014,2.530795,-0.10098191,4.6132965,-0.19911037,-0.044818383,0.54932314,16.998426,0.10484843
S8,1,0,-0.008575087,0.6125985,-2.2701035,2.0512824,0.006008514,4.321386,-0.35955232,0.33799708,-0.20303077,1.2602077,0.3753504,-0.14780216,0.031885564,-0.20983891,-0.086060576,-0.15089618,0.123778336,-0.17447233,-0.12142715,0.12745681,-1.0321546,0.022862164,1.2075244,0.026683697,1.1441662,1.2481143,1.2184141,0.10394812,1.1887138,1.2184141,-1.022937,0.7836361,1.4588269,-0.11019956,0.3175359,-2.0825014,2.530795,-0.12705728,4.6132965,-0.2004251,-0.011524228,0.4189009,13.945841,0.112973005
S8,1,0,0.0018501828,0.40351653,-1.2032595,1.2542163,0.08428821,2.4574757,-0.29234117,0.2850883,-0.15640019,0.112710476,0.162829,-0.1920565,0.021749463,-0.23341507,-0.1450033,-0.1980485,0.08841176,-0.20983891,-0.17447233,0.35499594,-0.90725946,0.037358746,1.2085143,0.023111472,1.1441662,1.2481143,1.2184141,0.10394812,1.1887138,1.2184141,-1.2005043,1.7279315,1.4610407,-0.11085675,0.12082355,-1.2352501,0.74206567,-0.12705728,1.9773158,-0.13881363,-0.063289344,-0.412573,17.542456,0.026887543
S8,1,0,0.00029402028,0.52920806,-2.460402,2.589105,0.09108934,5.049507,-0.3169786,0.29458988,-0.0328368,4.509522,0.28006127,-0.22525987,0.020785745,-0.28056738,-0.18626276,-0.22162466,0.09430462,-0.23930794,-0.20983891,-0.53866917,-0.5371103,0.051174063,1.1966344,0.024769217,1.1441662,1.2184141,1.1887138,0.07424784,1.1887138,1.2184141,-0.96314484,-0.0322814,1.4325471,-0.1021805,0.37529626,-3.1516657,3.9178543,-0.1375064,7.06952,-0.13881363,-0.063289344,1.1898398,27.825418,0.15128814
S8,1,0,-0.003899802,0.52968574,-2.460402,2.589105,0.06875229,5.049507,-0.32387975,0.28812212,0.0071024857,4.478068,0.28058216,-0.258414,0.021908546,-0.298246,-0.20983891,-0.2628841,0.088407084,-0.27466986,-0.23930794,0.39505544,-0.9673059,0.067257784,1.1911892,0.022547739,1.1441662,1.2184141,1.1887138,0.07424784,1.1887138,1.2184141,-0.711386,0.124418736,1.4194399,-0.11729148,0.380025,-3.1516657,3.9178543,-0.12705728,7.06952,-0.2004251,-0.063289344,1.2544892,26.516455,0.15817629
S8,1,0,0.0020098595,0.34233013,-0.8249298,0.66545165,0.094089836,1.4903815,-0.27650517,0.28825548,-0.5156864,-0.89821625,0.11719396,-0.28754023,0.015500724,-0.33950546,-0.2510937,-0.28646025,0.08841178,-0.298246,-0.27466986,-0.22392154,-0.015532732,0.082919665,1.1956441,0.020907251,1.1441662,1.2481143,1.1887138,0.10394812,1.1887138,1.2184141,-0.14682265,1.1553702,1.4300019,-0.1343368,0.10743764,-0.7129821,0.4370346,-0.12705728,1.1500168,-0.19516684,-0.08926924,-0.1564462,4.1731267,0.029589228
S8,1,0,-0.0016519298,0.33034426,-0.8249298,0.76133424,0.07522003,1.586264,-0.26627016,0.27625346,-0.46019155,-0.86676073,0.10913006,-0.31597883,0.020747975,-0.3807649,-0.28056738,-0.31298286,0.100197524,-0.3336126,-0.298246,-0.39199755,-0.42878985,0.1002731,1.206534,0.021140816,1.1887138,1.2481143,1.1887138,0.05940056,1.1887138,1.2184141,0.7541877,-0.7022269,1.456171,-0.117841616,0.3316175,-2.4386182,3.7132797,-0.12966862,6.151898,-0.16760641,-0.080168545,2.4875376,46.358265,0.1238568
S8,1,0,0.003010726,0.82220775,-4.384322,3.0862544,0.09555675,7.4705763,-0.31284457,0.32996243,-0.792389,6.0726223,0.6760347,-0.342011,0.01832015,-0.38665777,-0.298246,-0.33950546,0.08841178,-0.35129586,-0.32771972,-0.2324492,-0.37106085,0.11730712,1.2109891,0.023867993,1.1441662,1.2481143,1.2184141,0.10394812,1.1887138,1.2184141,-0.36119375,0.28076172,1.4670644,-0.04150373,0.68595135,-3.4081016,3.7132797,-0.11661939,7.1213813,-0.23302025,0.075247705,0.5816671,6.295746,0.4722518
S8,1,0,0.0037641858,0.87978977,-4.384322,3.0862544,0.11849391,7.4705763,-0.4105275,0.40570834,-0.6995592,4.261671,0.77404416,-0.38651097,0.041825894,-0.48685995,-0.298246,-0.37487203,0.18861395,-0.4279172,-0.35129586,-0.25018507,-1.0533551,0.15114015,1.2208893,0.025457585,1.1441662,1.2778146,1.2184141,0.1336484,1.2184141,1.2481143,-0.5373209,1.2930446,1.4912186,-0.014030625,0.6212666,-3.4081016,3.7018797,-0.05810098,7.1099815,-0.18859825,0.09123727,0.40323782,7.0121393,0.38616908
S8,1,0,-0.004137895,0.53140754,-2.4673364,2.0187435,0.06288464,4.48608,-0.36828712,0.3417644,-0.16425382,1.2409229,0.28241113,-0.42855516,0.022749076,-0.48685995,-0.3630816,-0.43381009,0.12377834,-0.4456005,-0.4161268,0.78669953,0.7602978,0.18417706,1.2421743,0.024128618,1.1887138,1.2778146,1.2481143,0.08910084,1.2184141,1.2481143,-0.3655415,-0.2837472,1.5435792,-0.05110203,0.17218527,-1.2220861,1.4872563,-0.047732357,2.7093425,-0.12575193,0.01812403,1.7142779,20.182604,0.032259185
S8,1,0,0.0019342272,0.56512696,-1.7844228,2.0332792,0.05948408,3.8177018,-0.38282287,0.35590008,0.10625545,0.61781144,0.31937224,-0.42398736,0.01722356,-0.46917665,-0.39255065,-0.41907555,0.076626,-0.43970296,-0.41023394,-0.28892747,-1.0382705,0.18006198,1.2604896,0.018221281,1.2184141,1.3075149,1.2481143,0.08910084,1.2481143,1.2778146,0.3197606,-0.14322567,1.5891658,-0.052345015,0.14453056,-1.1885298,0.9353338,-0.047732357,2.1238637,-0.12575193,0.016836766,-0.008640416,13.894203,0.023629088
S8,1,0,-0.004056977,0.55211455,-1.7844228,2.0332792,0.075086676,3.8177018,-0.41369468,0.3862051,-0.068841815,0.38557625,0.30484694,-0.40768063,0.010201016,-0.45149338,-0.39255065,-0.40434107,0.058942735,-0.4161268,-0.3984482,-1.2330846,2.7460718,0.16630761,1.2743497,0.018855713,1.2481143,1.3075149,1.2778146,0.05940056,1.2481143,1.2778146,0.101556025,-0.56426764,1.6243225,-0.04628033,0.13652505,-1.1885298,0.9353338,-0.04643698,2.1238637,-0.10782054,0.027452016,-0.116634764,12.584379,0.020780956
S8,1,0,-0.0025993749,0.46725482,-1.3356814,1.1576668,0.10169111,2.4933481,-0.36451983,0.35496658,-0.4346912,-0.4429853,0.21833381,-0.4155887,0.019871226,-0.48685995,-0.39255065,-0.40434107,0.0943093,-0.42349756,-0.40286785,-1.1843415,0.6235914,0.17310886,1.2822697,0.018646635,1.2481143,1.3075149,1.2778146,0.05940056,1.2778146,1.3075149,-0.12426594,-0.5451853,1.6445633,-0.03660096,0.20277363,-1.1710709,2.9550457,-0.04643698,4.1261168,-0.10619149,0.033558723,5.528161,78.25039,0.042456772
S8,1,0,0.0013177241,1.0410897,-5.040165,4.494889,0.1002242,9.535053,-0.3660534,0.3638014,-0.4597982,6.201173,1.0838693,-0.43390894,0.029675465,-0.48685995,-0.34539834,-0.43675652,0.14146161,-0.45738626,-0.41465357,0.6515082,-0.16664267,0.18915758,1.2901899,0.021204466,1.2481143,1.3372152,1.2778146,0.08910084,1.2778146,1.3075149,-0.25508752,-0.3945477,1.6650393,-0.040710364,0.42439345,-2.4538038,5.180867,-0.06977808,7.634671,-0.10619149,0.033558723,2.6986754,32.12779,0.18176712
S8,1,0,-0.0007867927,1.0501838,-5.040165,4.494889,0.08862226,9.535053,-0.4059267,0.37233615,-0.43074238,5.9018126,1.1028866,-0.45399773,0.02935885,-0.48685995,-0.34539834,-0.46327913,0.14146161,-0.46917665,-0.45738626,2.0971882,3.4755354,0.20697583,1.3005849,0.01982492,1.2778146,1.3372152,1.3075149,0.05940056,1.2778146,1.3075149,0.30683774,-0.8004098,1.6919138,-0.037832275,0.38833007,-2.4538038,5.180867,-0.0593976,7.634671,-0.09967967,0.029702544,2.6985269,41.030827,0.15223151
S8,1,0,0.0042692665,0.55483365,-1.9137776,2.5424306,0.10615852,4.456208,-0.39415812,0.37433648,0.033866957,1.3268008,0.30785865,-0.46239683,0.011251787,-0.4809624,-0.3984482,-0.46327913,0.0825142,-0.46917665,-0.45738626,2.020383,8.80881,0.21393748,1.2986048,0.019017458,1.2778146,1.3372152,1.3075149,0.05940056,1.2778146,1.3075149,0.36567128,-0.70553446,1.686736,-0.059732866,0.23838824,-1.9148021,2.3175685,-0.0593976,4.2323704,-0.15189093,0.007820926,1.983139,27.20957,0.060396962
S8,1,0,0.0010138641,0.53267473,-1.9137776,2.5424306,0.093823135,4.456208,-0.37558833,0.3811376,-0.009302095,1.6060419,0.28374335,-0.46146348,0.011610037,-0.5045386,-0.3984482,-0.46327913,0.1060904,-0.46917665,-0.45738626,1.1695492,8.638681,0.21308328,1.2926649,0.014850141,1.2778146,1.3075149,1.2926648,0.02970028,1.2778146,1.3075149,-2.4120056e-05,-2.0000002,1.6712029,-0.09810567,0.22824748,-1.9148021,2.3175685,-0.121837094,4.2323704,-0.15189093,-0.043846853,2.7371452,34.12062,0.061721627
S8,1,0,-0.0028485842,0.42470807,-1.0261632,0.9294955,0.07748708,1.9556587,-0.3613193,0.363468,-0.35885116,-1.0221622,0.18038505,-0.47649378,0.013633568,-0.5104361,-0.45738626,-0.47506952,0.053049862,-0.48685995,-0.46327913,-0.48063043,-0.8416486,0.22723217,1.2990998,0.017225878,1.2778146,1.3372152,1.3075149,0.05940056,1.2778146,1.3075149,0.12989798,-0.55282235,1.687957,-0.1067101,0.069837116,-0.383523,0.1967973,-0.121837094,0.5803203,-0.14927398,-0.0425521,0.021170435,0.8964145,0.01626427
S8,1,0,-0.00073969143,0.42745823,-1.0575018,1.2032745,0.08055426,2.2607763,-0.36598673,0.3527329,-0.26370886,-0.86342216,0.18272108,-0.49761474,0.015039844,-0.53990513,-0.46917665,-0.4986457,0.07072848,-0.5104361,-0.48685995,0.030170586,-0.57765985,0.2478466,1.30999,0.015614239,1.2778146,1.3372152,1.3075149,0.05940056,1.3075149,1.3075149,0.09396847,0.49801493,1.7163173,-0.12509657,0.077368274,-0.4871599,0.1967973,-0.15189093,0.6839572,-0.16498572,-0.043846853,-0.02246371,1.0899348,0.021635002
S8,1,0,-0.0002554449,0.41587234,-1.0575018,1.2032745,0.09542339,2.2607763,-0.34888387,0.3465652,-0.35493147,-0.8181238,0.17294985,-0.5208472,0.0155522395,-0.5634813,-0.48685995,-0.52222186,0.076621324,-0.53401226,-0.5104361,-0.22607891,-0.3425064,0.27152362,1.315435,0.017032765,1.2778146,1.3372152,1.3075149,0.05940056,1.3075149,1.3372152,-0.081700124,-0.4941554,1.7306592,-0.14562057,0.074754246,-0.4871599,0.27747875,-0.17285031,0.76463866,-0.17416191,-0.090570234,0.31447956,2.3656406,0.026793545
S8,1,0,0.0029141086,0.37585753,-0.8652031,0.59103924,0.11235954,1.4562423,-0.3200791,0.327462,-0.52333397,-1.0371081,0.14127737,-0.54108316,0.012516903,-0.575267,-0.5104361,-0.53990513,0.0648309,-0.5516909,-0.53401226,-0.09248849,-0.13095641,0.29292768,1.314445,0.015684696,1.2778146,1.3372152,1.3075149,0.05940056,1.3075149,1.3372152,0.17250066,-0.22866488,1.7280114,-0.1524037,0.07559273,-0.42242858,0.27747875,-0.17285031,0.6999073,-0.17416191,-0.090570234,0.24941908,0.93984175,0.02894115
S8,1,0,-0.022778364,0.7721418,-3.9631855,5.865383,0.08795549,9.828568,-0.35148433,0.32526162,0.76669264,17.043644,0.59672177,-0.54894215,0.023179386,-0.59295034,-0.4161268,-0.5516909,0.17682356,-0.5575884,-0.545798,2.8192234,11.36192,0.30187467,1.3075149,0.015337158,1.2778146,1.3372152,1.3075149,0.05940056,1.3075149,1.3075149,0.0,0.75,1.7098304,-0.13613708,0.5198912,-3.5106297,3.5614774,-0.14796612,7.0721073,-0.25183454,-0.12705728,0.7177442,16.393309,0.28882018
S8,1,0,-0.007873591,1.2355293,-5.358618,5.9675336,-0.0069936495,11.326151,-0.40716028,0.34423143,0.3608026,5.2863636,1.5265945,-0.53450185,0.0338813,-0.59295034,-0.38665777,-0.53990513,0.20629257,-0.5575884,-0.5104361,1.1734289,2.6557279,0.2868401,1.2971199,0.02016195,1.2481143,1.3372152,1.3075149,0.08910084,1.2778146,1.3075149,0.24532944,-0.4710617,1.6829263,-0.053867824,0.77885413,-3.8462574,4.6426573,-0.14796612,8.4889145,-0.23466896,0.012973726,0.6856171,7.543929,0.6095154
S8,1,0,0.027850265,2.2315717,-14.689637,17.746828,0.005608448,32.436466,-0.33461484,0.33326295,0.6675292,20.899454,4.9806876,-0.51706487,0.024033193,-0.59295034,-0.38665777,-0.516329,0.20629257,-0.52811474,-0.5045386,0.6145795,7.090287,0.26793364,1.2872199,0.017563948,1.2481143,1.3372152,1.2778146,0.08910084,1.2778146,1.3075149,0.7381913,0.56594515,1.6572431,-0.028045464,0.6606797,-3.8462574,4.6426573,-0.0593976,8.4889145,-0.16367537,0.03227333,1.5283796,14.458233,0.43728417
S8,1,0,0.023034189,2.10942,-14.689637,17.746828,0.058683947,32.436466,-0.3292806,0.33836383,0.7645303,26.610785,4.4501834,-0.52403957,0.024156272,-0.575267,-0.46327913,-0.52222186,0.11198789,-0.545798,-0.5045386,-0.048572,-0.7769258,0.27520096,1.2703897,0.022764832,1.2184141,1.3075149,1.2778146,0.08910084,1.2481143,1.2778146,-0.43027484,-0.009949684,1.614408,-0.080392264,0.48284513,-3.6325467,4.554206,-0.090570234,8.186752,-0.19385275,-0.03737434,2.353123,30.454674,0.23960234
S8,1,0,-0.0054445663,0.83340514,-5.039898,4.6445136,0.08995582,9.684412,-0.3770219,0.34489825,-0.37537578,10.974771,0.6945938,-0.5612214,0.033507988,-0.6165265,-0.46327913,-0.5634813,0.15324736,-0.5870575,-0.53401226,0.8853011,0.06519127,0.3160923,1.2599945,0.019700937,1.2184141,1.3075149,1.2481143,0.08910084,1.2481143,1.2778146,0.02740286,-0.21487641,1.5879743,-0.10497518,0.37137353,-3.6325467,4.3947434,-0.10749436,8.02729,-0.16105528,-0.047732357,1.5776972,45.260525,0.1489381
S8,1,0,-0.02201594,0.8339197,-4.318978,3.175736,0.08575512,7.494714,-0.38955733,0.35683355,-1.085361,6.3476686,0.69590676,-0.5811137,0.013978883,-0.6165265,-0.53990513,-0.5870575,0.07662135,-0.5870575,-0.575267,0.56356364,0.49155474,0.33788857,1.2594994,0.016350148,1.2481143,1.3075149,1.2481143,0.05940056,1.2481143,1.2778146,1.069877,0.13065958,1.5866063,-0.09890816,0.45680127,-2.5575063,4.089052,-0.10749436,6.646559,-0.19385275,-0.045142226,2.4483519,21.113562,0.21845022
S8,1,0,0.0027089356,0.7388616,-4.318978,3.175736,0.082687944,7.494714,-0.3126112,0.31455985,-1.2210183,8.743263,0.5459239,-0.5422129,0.034504954,-0.6106336,-0.49275282,-0.54285157,0.11788079,-0.575267,-0.5104361,-0.13762538,-1.6262597,0.29518548,1.2387093,0.023940014,1.1887138,1.2778146,1.2481143,0.08910084,1.2184141,1.2481143,-0.51112306,-0.13370514,1.5349737,-0.06275233,0.481824,-2.5575063,4.089052,-0.06848021,6.646559,-0.18465908,0.002665629,1.9096917,17.245953,0.2360922
S8,1,0,0.007678785,1.1781472,-4.8670692,7.390704,0.070352554,12.257773,-0.45983568,0.38783872,1.0962951,10.077293,1.3880898,-0.53312624,0.028253032,-0.59295034,-0.46917665,-0.5251683,0.123773694,-0.5575884,-0.50896174,-0.12840745,-1.2576581,0.28502178,1.209009,0.028816443,1.114466,1.2481143,1.2184141,0.1336484,1.1887138,1.2184141,-0.76969177,1.7033253,1.4625334,-0.030918915,0.41163924,-2.6869266,2.9319422,-0.063289344,5.618869,-0.10098191,0.046403907,0.66500694,16.818933,0.17040282
S8,1,0,-0.003537388,1.4108562,-4.8670692,7.390704,0.056750294,12.257773,-0.7651531,0.62467813,0.85710937,5.0918016,1.9905281,-0.5540008,0.01574748,-0.59295034,-0.46917665,-0.5516909,0.123773694,-0.5634813,-0.545798,2.0739567,10.487365,0.3071648,1.1795572,0.032769315,1.114466,1.2481143,1.1887138,0.1336484,1.1441662,1.1887138,-0.14635494,-0.39750934,1.3924289,-0.0306166,0.4565375,-2.6869266,2.9319422,-0.03866847,5.618869,-0.10619149,0.060515143,0.14350098,12.249245,0.2093638
S8,1,0,0.0016553586,1.0560406,-3.0219622,6.0119414,0.06641857,9.033903,-0.58108914,0.54319793,0.65413564,3.804016,1.1152247,-0.54869616,0.008300178,-0.575267,-0.53401226,-0.545798,0.04125476,-0.5516909,-0.54432476,-0.80494815,0.9330404,0.30113634,1.1463931,0.030411357,1.0996186,1.2184141,1.1441662,0.118795514,1.114466,1.1553031,0.5773495,-0.60818124,1.315142,-0.04491426,0.26801077,-2.3115246,2.1648726,-0.03866847,4.4763975,-0.08406778,0.003954765,-1.5779854,29.13815,0.073847055
S8,1,0,0.00062254665,1.2484593,-6.7535167,7.7355614,0.08422153,14.4890785,-0.5107775,0.48492157,0.0788488,11.480961,1.5586512,-0.5625474,0.02783343,-0.62241936,-0.516329,-0.545798,0.10609037,-0.59295034,-0.54432476,-0.8388875,-0.8991711,0.31723425,1.125851,0.019049076,1.0996186,1.1887138,1.114466,0.089095235,1.114466,1.1441662,1.1991357,1.5501957,1.2679037,-0.057212777,0.7803744,-6.713568,7.0799255,-0.081468284,13.793493,-0.1375064,-0.011524228,2.8003728,48.09569,0.6122576
S8,1,0,-0.0066108126,1.08096,-6.7535167,7.7355614,0.0966236,14.4890785,-0.30611008,0.29262286,-0.041740704,21.565943,1.1685183,-0.6087665,0.03705906,-0.6695718,-0.516329,-0.6165265,0.15324283,-0.6401026,-0.59295034,0.75082994,-0.57826185,0.37196997,1.1233763,0.019587917,1.0996186,1.1887138,1.114466,0.089095235,1.114466,1.1441662,1.2861894,1.79809,1.262358,-0.10185879,0.7798227,-6.713568,7.0799255,-0.12966862,13.793493,-0.19911037,-0.03737434,2.9753473,48.90129,0.61849856
S8,1,0,-0.0009592471,0.2944904,-0.70264274,0.4659517,0.086488575,1.1685945,-0.23816547,0.24511495,-0.52935725,-0.93814206,0.08672549,-0.64368874,0.010902926,-0.6695718,-0.6165265,-0.6459957,0.053045332,-0.6518931,-0.6401026,0.7127228,0.052214146,0.41445404,1.1226337,0.019060176,1.0996186,1.1887138,1.114466,0.089095235,1.114466,1.1441662,1.496857,2.4910998,1.2606697,-0.1340291,0.0755985,-0.62202567,0.20185775,-0.14012024,0.8238834,-0.16105528,-0.06848021,-0.30391508,2.6199188,0.023678936
S8,1,0,0.0027576906,0.292159,-0.66503644,0.44074753,0.08775546,1.1057839,-0.23326465,0.2509159,-0.5478877,-0.9545486,0.08536447,-0.65631205,0.010356694,-0.7049383,-0.6401026,-0.6548395,0.06483567,-0.6592592,-0.6518931,-1.2405925,3.0864205,0.43085274,1.1147141,0.01395399,1.0996186,1.1441662,1.114466,0.044547677,1.0996186,1.114466,1.0516855,0.3649478,1.2427826,-0.13048694,0.076046504,-0.49122015,0.41349944,-0.15189093,0.9047196,-0.16498572,-0.063289344,0.38679415,4.3194304,0.022809912
S8,1,0,0.0024684765,0.290531,-0.6435662,0.44074753,0.08368811,1.0843138,-0.23899895,0.2521828,-0.52951854,-0.99590063,0.084414355,-0.6742887,0.013729935,-0.7049383,-0.6459957,-0.6754692,0.058942616,-0.68725497,-0.65778595,0.10961362,-1.099947,0.45485383,1.1043203,0.014970383,1.0699183,1.1441662,1.0996186,0.07424796,1.0996186,1.114466,0.50676864,2.2637854,1.2197473,-0.1385415,0.07729116,-0.49122015,0.41349944,-0.16105528,0.9047196,-0.16498572,-0.063289344,0.4960833,4.018818,0.025167674
S8,1,0,0.0020707739,0.4167861,-3.5417821,1.8024409,0.08428821,5.344223,-0.25843552,0.2590506,-1.6985133,14.107761,0.17371494,-0.6812141,0.014203856,-0.7226216,-0.6459957,-0.68725497,0.07662594,-0.68725497,-0.6754692,0.4815054,0.41599607,0.46425432,1.1015979,0.014208454,1.0699183,1.1441662,1.0996186,0.07424796,1.0996186,1.114466,-0.040398583,2.3141398,1.2137197,-0.13589686,0.26197153,-2.0599458,1.6630155,-0.15189093,3.7229614,-0.2004251,-0.120532356,1.1029309,21.796791,0.08709704
S8,1,0,0.002121339,0.43976903,-3.5417821,1.8024409,0.072352886,5.344223,-0.25006744,0.25608346,-1.4236242,11.426309,0.19340128,-0.66505486,0.018509386,-0.7226216,-0.6401026,-0.65778595,0.082518995,-0.6813621,-0.6518931,-0.91106147,-0.15852714,0.44264048,1.0949156,0.015453898,1.0699183,1.114466,1.0996186,0.044547677,1.0921935,1.0996186,-0.67090005,-0.814116,1.1990788,-0.12403348,0.26326597,-2.0599458,1.6630155,-0.12705728,3.7229614,-0.19385275,-0.043523163,0.96101755,21.133549,0.08469328
S8,1,0,-0.0052500973,0.35595933,-1.0421659,1.6084086,0.057950493,2.6505744,-0.26276955,0.25128266,-0.2716647,0.21855903,0.1267346,-0.6540039,0.007789667,-0.68725497,-0.6401026,-0.6518931,0.04715234,-0.65778595,-0.6518931,-1.6824543,5.208542,0.42778173,1.0889758,0.016060611,1.0699183,1.114466,1.0996186,0.044547677,1.0699183,1.0996186,-0.18479867,-1.5786031,1.1861261,-0.115785986,0.1067077,-0.5905273,0.37872273,-0.121837094,0.96925,-0.17022836,-0.03737434,0.056163173,4.12151,0.02479293
S8,1,0,0.0016723744,0.35447896,-0.9912241,0.8654849,0.07702033,1.856709,-0.28383973,0.29185605,-0.37737542,-0.684567,0.12565812,-0.65842414,0.008293386,-0.69904536,-0.6401026,-0.65778595,0.058942735,-0.6636788,-0.6518931,-1.4944655,5.4314384,0.43359116,1.0902132,0.017352788,1.0699183,1.114466,1.0996186,0.044547677,1.0699183,1.0996186,-0.11588835,-1.5782647,1.1888654,-0.118929066,0.10559801,-0.5905273,0.37872273,-0.12575193,0.96925,-0.17022836,-0.06977808,0.21815209,4.4589424,0.025295058
S8,1,0,0.0031384518,0.3842276,-0.8553348,1.182871,0.08202116,2.0382059,-0.3164785,0.3169269,-0.220776,-0.6741724,0.14764069,-0.66421944,0.008265217,-0.7049383,-0.6459957,-0.6636788,0.058942616,-0.6695718,-0.65778595,-2.0491567,7.190728,0.4412557,1.0835305,0.020876326,1.040218,1.114466,1.0699183,0.07424796,1.0699183,1.0996186,-0.10397748,-0.8483293,1.1744741,-0.13132288,0.0712179,-0.3501053,0.22081417,-0.1375064,0.57091945,-0.18991171,-0.09447321,0.43824536,0.67658854,0.022317687
S8,1,0,7.843003e-05,0.5138499,-1.8933742,2.5157595,0.05828388,4.409134,-0.36415312,0.31576005,0.35360456,2.654882,0.26404175,-0.66584,0.008706508,-0.71083117,-0.6518931,-0.6636788,0.058938086,-0.6695718,-0.6636788,-2.2857463,8.68448,0.4434188,1.0714033,0.018724894,1.040218,1.114466,1.0699183,0.07424796,1.0699183,1.0699183,0.45975006,0.53439593,1.1482551,-0.110977285,0.20265569,-1.6977836,2.3386314,-0.09447321,4.036415,-0.18991171,-0.06977808,2.7283945,46.516506,0.053385284
S8,1,0,-0.00854224,0.5382968,-1.8933742,2.5157595,0.044214875,4.409134,-0.36495325,0.2902558,0.38495544,2.6926641,0.28983644,-0.66559476,0.00864764,-0.71083117,-0.6518931,-0.6636788,0.058938086,-0.6695718,-0.6636788,-1.9765233,6.9849977,0.44309112,1.0639784,0.014140162,1.040218,1.0996186,1.0699183,0.05940056,1.0699183,1.0699183,-0.51897275,0.22840452,1.1322495,-0.0823659,0.24324282,-1.6977836,2.3386314,-0.080168545,4.036415,-0.16891739,-0.028319187,1.7606819,24.067516,0.065951206
